QoS_type,QoS_type_EncryptionTime(ms),QoS_type_EncryptedSize(KB),QoD_model,QoD_model_EncryptionTime(ms),QoD_model_EncryptedSize(KB),QoD_os-version,QoD_os-version_EncryptionTime(ms),QoD_os-version_EncryptedSize(KB),QoS_operator,QoS_operator_EncryptionTime(ms),QoS_operator_EncryptedSize(KB),MOS,MOS_EncryptionTime(ms),MOS_EncryptedSize(KB)
5,2.427,91.185,8,3.122,91.227,8,2.605,91.203,4,2.399,91.207,5,2.233,91.246
2,2.342,91.191,8,2.363,91.089,8,4.313,91.177,1,2.357,91.271,5,2.365,91.167
2,2.325,91.225,9,2.381,91.202,2,2.374,91.164,4,2.243,91.156,3,2.641,91.211
4,2.294,91.216,2,4.043,91.131,11,2.444,91.194,3,2.390,91.231,4,2.347,91.274
4,2.356,91.104,2,2.596,91.129,11,2.304,91.137,3,4.075,91.159,3,2.291,91.185
5,2.376,91.166,11,2.576,91.188,15,2.411,91.173,4,2.507,91.201,2,2.476,91.215
3,2.339,91.095,10,9.819,91.142,1,2.755,91.064,1,3.179,91.303,4,2.793,91.197
5,6.804,91.171,13,4.184,91.212,5,3.959,91.284,4,3.447,91.173,4,4.082,91.195
5,2.673,91.144,2,2.286,91.290,11,2.260,91.216,4,3.067,91.152,3,3.630,91.133
5,3.661,91.219,8,3.841,91.167,8,4.033,91.133,1,3.671,91.204,4,3.715,91.300
5,3.974,91.249,9,2.305,91.180,2,2.461,91.110,4,3.880,91.228,5,3.562,91.239
5,2.544,91.146,12,2.220,91.151,17,4.248,91.156,4,3.994,91.105,5,3.900,91.143
4,2.396,91.144,13,2.655,91.165,5,2.496,91.168,4,2.286,91.209,4,2.579,91.091
5,2.242,91.222,2,2.355,91.154,11,2.313,91.158,4,3.402,91.131,3,2.557,91.090
2,2.330,91.281,9,2.223,91.181,2,2.578,91.127,2,2.227,91.127,4,2.302,91.146
5,2.650,91.263,8,3.722,91.237,8,2.272,91.184,4,4.205,91.218,3,2.252,91.132
5,4.078,91.217,2,4.126,91.110,11,2.371,91.213,4,4.382,91.146,4,3.968,91.104
5,2.419,91.158,8,2.250,91.192,8,2.613,91.266,1,2.273,91.310,4,2.228,91.188
5,2.142,91.198,13,2.280,91.139,5,2.619,91.226,4,2.469,91.179,3,2.339,91.206
4,3.929,91.119,13,3.803,91.185,12,2.292,91.175,3,2.331,91.183,4,3.994,91.075
5,3.970,91.296,8,3.597,91.189,8,2.225,91.185,4,2.284,91.111,4,2.270,91.199
4,2.639,91.156,10,2.493,91.206,1,3.624,91.258,3,3.575,91.167,4,2.328,91.189
3,3.984,91.172,8,3.693,91.144,8,2.530,91.104,1,3.699,91.153,5,3.663,91.170
5,3.616,91.182,8,3.126,91.102,8,4.609,91.218,4,2.314,91.116,5,3.868,91.125
2,2.494,91.155,2,2.360,91.074,11,2.678,91.151,1,2.242,91.211,1,2.567,91.290
2,2.611,91.200,9,2.246,91.112,2,3.991,91.163,2,2.221,91.252,3,3.916,91.163
5,2.266,91.115,8,2.437,91.202,8,2.869,91.124,4,3.906,91.136,4,3.884,91.143
5,2.269,91.239,8,3.917,91.198,8,4.073,91.101,1,2.379,91.271,4,3.950,91.217
5,2.513,91.216,8,3.823,91.289,8,2.558,91.181,4,2.383,91.125,4,2.554,91.171
4,3.854,91.181,2,2.279,91.044,11,2.395,91.231,4,2.387,91.165,3,2.460,91.228
2,2.471,91.113,10,2.401,91.164,1,4.130,91.185,1,4.040,91.179,5,3.553,91.115
4,2.309,91.147,8,2.278,91.252,8,2.546,91.225,2,2.550,91.283,3,2.661,91.128
2,2.733,91.165,9,2.502,91.242,2,2.419,91.224,4,2.346,91.297,5,2.236,91.132
5,2.291,91.298,9,2.366,91.039,2,2.305,91.160,4,2.264,91.231,3,2.687,91.172
2,2.327,91.146,10,2.359,91.163,1,2.809,91.145,1,2.383,91.224,5,2.253,91.152
5,2.456,91.249,8,2.699,91.191,8,2.267,91.187,4,2.274,91.272,4,2.230,91.194
5,2.304,91.119,13,2.735,91.155,13,3.763,91.181,4,4.091,91.104,2,3.131,91.104
5,2.520,91.176,2,3.451,91.172,11,3.707,91.112,4,3.563,91.160,4,2.297,91.216
5,2.249,91.216,8,2.403,91.093,8,2.461,91.251,1,2.978,91.205,4,4.134,91.114
5,3.779,91.173,8,3.820,91.266,8,4.011,91.234,4,2.281,91.172,4,2.405,91.220
5,2.438,91.173,8,2.405,91.302,8,3.359,91.166,1,6.782,91.180,5,4.219,91.168
5,3.172,91.189,9,2.545,91.159,2,2.491,91.094,4,2.385,91.180,3,2.347,91.188
4,2.301,91.075,2,2.300,91.219,11,2.275,91.172,4,2.456,91.220,2,2.459,91.154
2,2.618,91.140,10,2.451,91.180,1,3.994,91.221,2,3.201,91.239,3,2.915,91.159
5,2.262,91.241,8,2.692,91.172,9,2.349,91.231,4,2.261,91.112,1,2.512,91.218
2,2.540,91.159,9,2.500,91.239,2,2.500,91.081,2,2.305,91.284,4,2.396,91.209
5,2.365,91.180,9,3.693,91.187,16,3.715,91.155,4,2.700,91.264,4,2.477,91.137
5,3.207,91.197,8,2.544,91.160,8,2.654,91.191,4,2.898,91.262,4,4.114,91.185
5,2.284,91.092,11,3.473,91.193,15,3.598,91.123,4,3.594,91.233,5,2.531,91.146
5,2.921,91.122,8,2.326,91.210,8,3.252,91.259,4,3.851,91.271,5,3.641,91.303
5,2.341,91.172,9,2.761,91.184,16,3.794,91.149,4,4.027,91.221,5,2.800,91.195
5,4.647,91.170,8,2.563,91.286,8,2.623,91.244,4,2.421,91.149,4,2.589,91.160
4,2.489,91.072,2,2.640,91.178,11,2.502,91.295,4,2.341,91.207,4,2.427,91.132
5,2.583,91.156,2,2.915,91.152,11,2.264,91.172,4,2.199,91.150,2,2.324,91.143
2,2.308,91.175,8,2.402,91.187,8,4.189,91.219,2,3.398,91.156,4,2.265,91.240
5,2.296,91.197,9,2.394,91.076,2,2.333,91.184,4,2.437,91.250,4,4.204,91.107
2,4.267,91.124,2,2.463,91.223,11,2.369,91.266,3,2.442,91.218,4,3.670,91.104
5,2.736,91.075,11,2.347,91.219,15,4.131,91.170,4,4.311,91.211,4,4.111,91.184
4,3.030,91.166,2,2.270,91.098,11,3.205,91.077,4,2.243,91.155,3,2.361,91.142
5,2.303,91.119,8,2.361,91.140,8,2.740,91.162,4,2.505,91.226,4,3.980,91.262
5,3.612,91.181,8,3.783,91.272,8,3.595,91.133,1,2.806,91.308,4,2.457,91.196
2,2.398,91.235,2,2.569,91.170,11,2.325,91.199,1,2.359,91.187,2,2.346,91.146
5,3.165,91.080,13,2.339,91.213,5,2.846,91.094,4,2.264,91.157,3,2.417,91.270
4,2.358,91.150,8,3.859,91.241,8,2.452,91.116,4,4.104,91.176,4,4.362,91.206
5,2.452,91.177,2,2.266,91.241,11,3.662,91.164,1,4.131,91.175,4,4.187,91.251
5,4.250,91.274,2,2.371,91.193,11,2.900,91.205,4,2.731,91.079,4,3.959,91.149
5,3.764,91.160,9,3.957,91.143,3,2.474,91.225,4,2.683,91.184,4,3.778,91.289
4,3.687,91.251,9,3.865,91.175,2,2.629,91.143,3,4.121,91.228,3,2.362,91.099
4,2.501,91.214,2,2.686,91.282,11,2.474,91.096,1,2.358,91.121,2,2.562,91.098
2,3.678,91.149,2,2.318,91.206,11,3.532,91.172,3,2.924,91.104,5,2.656,91.221
2,2.275,91.259,9,2.283,91.239,2,2.238,91.133,2,2.386,91.133,3,2.198,91.195
5,2.646,91.228,2,2.287,91.206,11,2.263,91.165,1,2.246,91.216,4,2.273,91.161
5,2.305,91.178,8,2.333,91.133,8,2.274,91.194,4,2.358,91.224,2,3.851,91.273
5,2.589,91.174,2,2.320,91.220,11,10.066,91.120,4,2.384,91.241,5,2.576,91.264
4,2.599,91.166,9,2.647,91.167,4,2.342,91.095,4,2.391,91.211,4,2.360,91.274
4,2.353,91.139,2,3.810,91.155,11,2.237,91.117,3,2.420,91.123,3,2.332,91.196
2,2.295,91.237,9,2.285,91.224,2,2.285,91.242,3,2.388,91.187,3,3.704,91.188
2,2.299,91.224,9,2.875,91.221,2,2.527,91.125,3,2.347,91.119,3,2.278,91.140
4,2.584,91.161,2,2.468,91.078,11,2.716,91.201,3,2.665,91.185,4,2.292,91.190
3,3.870,91.179,13,2.376,91.172,7,3.007,91.089,4,4.013,91.205,5,3.873,91.062
5,2.348,91.270,2,3.858,91.216,11,2.315,91.194,4,2.359,91.177,4,2.932,91.155
5,2.314,91.149,8,2.309,91.199,8,2.326,91.151,1,2.351,91.176,5,3.808,91.197
2,2.542,91.190,9,3.957,91.309,2,2.933,91.209,4,4.059,91.168,4,3.633,91.247
2,3.949,91.098,10,2.358,91.202,1,2.346,91.220,3,2.263,91.153,3,2.288,91.237
5,2.261,91.193,8,2.404,91.099,8,2.410,91.114,4,2.250,91.183,5,2.242,91.222
2,2.551,91.160,9,2.383,91.188,2,2.258,91.185,2,2.285,91.110,2,2.537,91.125
3,3.947,91.151,10,2.268,91.166,1,2.346,91.227,4,2.190,91.231,5,3.996,91.140
5,2.489,91.159,8,2.428,91.220,8,2.321,91.087,1,2.241,91.236,4,2.184,91.153
4,2.257,91.236,2,2.296,91.093,11,2.396,91.250,3,2.288,91.181,3,2.413,91.140
5,2.711,91.188,8,2.444,91.126,8,2.224,91.239,1,2.267,91.159,4,2.408,91.199
4,2.415,91.206,9,2.329,91.223,16,2.448,91.104,4,8.874,91.225,4,5.190,91.072
5,4.019,91.182,8,3.674,91.222,8,2.473,91.169,1,3.635,91.229,4,3.674,91.254
5,3.779,91.251,11,2.398,91.068,15,2.629,91.144,4,3.335,91.068,5,3.548,91.084
2,2.232,91.174,10,3.619,91.109,1,3.965,91.127,1,2.828,91.095,4,3.683,91.106
5,2.783,91.206,2,3.663,91.118,11,2.191,91.155,1,2.198,91.121,4,2.340,91.167
4,2.321,91.148,12,2.498,91.147,14,2.285,91.166,4,2.329,91.226,4,2.360,91.134
2,2.395,91.250,10,2.312,91.171,1,2.551,91.190,1,2.454,91.111,3,2.279,91.175
5,3.981,91.173,13,2.668,91.212,5,2.255,91.251,1,2.304,91.165,5,2.424,91.162
4,2.365,91.135,10,2.321,91.085,1,3.938,91.130,3,3.881,91.154,4,4.205,91.313
5,4.021,91.196,8,4.310,91.032,8,2.329,91.187,4,2.542,91.283,3,2.462,91.104
5,2.261,91.120,8,2.308,91.165,8,2.388,91.140,4,3.769,91.168,4,3.747,91.202
4,2.355,91.184,2,2.292,91.199,11,2.531,91.128,3,2.515,91.143,4,2.290,91.176
2,3.536,91.179,10,2.417,91.215,1,2.311,91.169,1,2.232,91.139,4,2.450,91.188
4,2.725,91.168,2,2.739,91.143,11,2.697,91.205,3,2.331,91.194,5,2.280,91.299
5,2.576,91.193,9,2.372,91.201,4,2.306,91.200,4,2.349,91.257,3,2.449,91.138
5,2.586,91.266,8,2.397,91.149,8,3.374,91.025,4,2.336,91.223,4,2.407,91.194
5,2.667,91.175,8,2.303,91.269,8,2.191,91.239,1,2.323,91.266,4,2.369,91.195
5,2.208,91.163,0,2.492,91.139,0,3.355,91.174,1,7.170,91.237,4,2.494,91.167
2,2.510,91.173,10,2.238,91.201,1,2.330,91.229,1,2.492,91.273,5,2.259,91.254
5,2.957,91.248,9,2.234,91.154,3,4.312,91.124,4,2.441,91.149,5,4.213,91.171
2,3.166,91.148,2,2.323,91.161,11,4.241,91.146,3,2.220,91.157,4,2.341,91.096
2,2.528,91.346,8,2.374,91.333,8,2.290,91.230,2,3.802,91.168,4,2.254,91.153
5,2.304,91.169,2,2.377,91.092,11,2.476,91.126,4,2.630,91.217,4,2.481,91.198
5,2.237,91.061,8,2.422,91.218,8,2.610,91.158,1,2.343,91.081,5,2.677,91.150
4,2.215,91.206,13,2.253,91.126,5,2.325,91.231,4,2.316,91.096,5,2.421,91.185
5,2.221,91.203,8,2.432,91.173,8,3.756,91.211,4,2.332,91.157,3,2.343,91.184
5,2.645,91.160,2,4.007,91.185,11,2.722,91.259,1,2.955,91.187,4,2.675,91.229
5,2.273,91.156,8,2.701,91.124,9,2.303,91.134,4,2.326,91.187,4,2.341,91.123
4,2.597,91.309,2,2.521,91.184,11,2.421,91.149,3,2.991,91.122,4,3.843,91.195
5,3.849,91.116,8,3.816,91.113,8,3.707,91.193,4,2.516,91.076,4,2.486,91.261
4,2.428,91.135,2,2.308,91.204,11,2.419,91.245,1,2.314,91.140,4,3.584,91.236
4,2.845,91.126,9,2.297,91.180,2,2.280,91.158,4,2.317,91.304,4,2.584,91.196
2,3.476,91.133,0,3.744,91.188,0,2.936,91.083,2,4.106,91.166,4,3.083,91.188
5,3.300,91.146,9,2.634,91.136,16,3.593,91.191,4,3.088,91.317,2,2.745,91.175
5,3.834,91.210,4,2.510,91.257,16,2.299,91.135,4,3.864,91.148,4,7.463,91.238
5,2.321,91.242,8,2.445,91.262,8,2.450,91.217,1,2.434,91.119,4,2.375,91.104
5,2.338,91.196,8,2.343,91.172,8,2.494,91.183,4,2.459,91.094,4,2.413,91.092
2,2.578,91.084,10,2.259,91.278,1,2.318,91.192,3,2.306,91.045,3,2.317,91.205
5,2.524,91.149,8,2.489,91.229,8,2.348,91.159,4,2.587,91.160,5,2.652,91.138
5,2.847,91.123,8,2.466,91.064,8,2.403,91.141,4,3.663,91.204,2,3.709,91.240
4,2.281,91.255,2,2.247,91.229,11,2.292,91.146,3,2.482,91.251,5,2.411,91.194
4,2.677,91.231,2,2.758,91.093,11,2.297,91.143,3,2.297,91.232,5,2.285,91.170
2,2.426,91.125,13,2.852,91.163,5,2.341,91.212,3,2.285,91.276,4,3.833,91.115
2,2.348,91.174,10,3.728,91.154,1,3.811,91.268,1,3.941,91.240,5,3.708,91.169
2,2.305,91.219,10,2.316,91.156,1,3.832,91.177,1,2.328,91.212,4,2.415,91.226
5,3.864,91.127,8,3.607,91.203,8,2.697,91.132,1,2.894,91.214,5,3.430,91.153
5,2.311,91.145,12,2.265,91.237,14,2.448,91.179,4,2.471,91.107,2,4.458,91.117
5,3.722,91.183,9,3.885,91.121,2,2.586,91.256,1,3.860,91.070,2,2.273,91.093
4,2.261,91.111,13,2.311,91.200,5,2.322,91.107,4,2.311,91.221,4,2.364,91.199
4,2.395,91.152,13,2.406,91.184,5,2.393,91.241,4,2.436,91.161,4,3.949,91.188
5,2.812,91.233,9,2.321,91.226,4,3.733,91.083,4,2.355,91.192,4,4.383,91.236
5,2.775,91.168,12,2.227,91.077,14,2.284,91.193,4,3.117,91.206,4,3.743,91.122
2,3.610,91.149,2,2.802,91.069,11,3.636,91.190,3,2.509,91.229,4,3.957,91.098
5,2.208,91.213,8,3.948,91.120,9,2.577,91.188,4,2.346,91.090,4,4.043,91.231
3,2.239,91.206,10,2.619,91.184,1,3.616,91.175,1,4.088,91.248,4,3.810,91.133
4,3.841,91.168,10,2.857,91.215,1,2.240,91.268,3,2.217,91.079,4,2.588,91.198
4,2.745,91.155,13,2.715,91.182,5,2.276,91.219,1,2.196,91.237,3,2.338,91.163
4,3.692,91.249,13,2.613,91.161,5,2.576,91.144,4,2.303,91.164,5,2.212,91.110
5,2.307,91.282,8,4.088,91.021,9,3.857,91.232,1,3.715,91.196,4,3.924,91.168
4,3.734,91.201,2,3.913,91.182,11,2.613,91.157,3,2.411,91.139,4,2.462,91.097
5,3.554,91.187,8,2.363,91.232,8,3.412,91.209,1,3.819,91.269,5,4.242,91.228
5,3.873,91.126,9,2.858,91.178,3,3.922,91.144,4,3.986,91.199,5,2.485,91.228
5,2.291,91.162,8,2.315,91.169,9,3.828,91.273,4,2.613,91.176,5,2.337,91.183
5,2.492,91.176,9,2.350,91.103,16,2.383,91.221,4,2.378,91.121,1,2.540,91.171
5,2.276,91.192,9,2.534,91.125,16,2.249,91.107,4,2.511,91.148,4,2.531,91.156
4,2.584,91.174,2,2.461,91.107,11,2.236,91.189,3,2.272,91.156,5,2.415,91.163
2,4.014,91.067,2,2.196,91.204,11,2.279,91.177,3,2.485,91.188,4,2.233,91.111
4,4.082,91.165,2,2.277,91.182,11,2.481,91.178,3,2.403,91.189,5,2.291,91.146
5,2.333,91.140,9,3.763,91.099,2,2.513,91.137,1,2.195,91.193,5,2.408,91.215
4,2.277,91.228,2,2.352,91.168,11,4.035,91.212,3,3.402,91.130,4,2.316,91.246
2,3.974,91.208,2,3.993,91.197,11,2.389,91.225,3,2.321,91.259,4,2.340,91.145
4,2.461,91.268,13,2.321,91.185,5,3.621,91.176,1,3.887,91.229,4,2.216,91.177
5,2.274,91.146,2,2.275,91.216,11,2.276,91.164,4,2.932,91.141,4,2.248,91.153
2,2.427,91.219,2,2.396,91.196,11,2.326,91.173,3,3.888,91.174,5,2.347,91.166
5,2.371,91.162,8,2.413,91.193,8,2.394,91.281,4,2.328,91.136,4,2.290,91.215
4,3.804,91.186,2,2.715,91.160,11,2.350,91.164,3,2.569,91.128,4,4.322,91.261
2,2.790,91.164,2,2.854,91.192,11,4.336,91.233,3,2.284,91.131,4,2.479,91.183
2,3.766,91.147,2,3.874,91.143,11,4.009,91.161,3,4.131,91.228,4,3.979,91.139
4,2.359,91.188,8,3.611,91.196,8,2.736,91.230,3,2.775,91.194,5,2.511,91.156
2,2.398,91.168,10,2.296,91.259,1,3.794,91.265,1,2.417,91.245,4,3.921,91.193
5,3.920,91.151,0,2.299,91.175,0,2.316,91.219,4,2.389,91.155,3,2.254,91.164
5,2.512,91.250,8,2.413,91.114,8,2.272,91.127,1,2.589,91.206,4,2.470,91.121
4,2.184,91.181,2,2.302,91.102,11,2.345,91.191,3,2.317,91.225,4,2.321,91.146
4,2.298,91.187,2,4.336,91.237,11,4.374,91.276,1,4.059,91.200,5,4.300,91.086
5,2.278,91.162,8,3.584,91.251,8,2.260,91.226,4,2.548,91.187,2,3.987,91.116
5,2.314,91.232,8,2.359,91.191,8,2.617,91.196,4,2.289,91.124,5,2.384,91.132
5,2.575,91.207,13,2.388,91.153,13,3.203,91.135,4,3.154,91.240,2,8.656,91.134
5,2.313,91.062,2,2.443,91.074,11,2.506,91.164,4,2.318,91.226,4,4.107,91.210
3,2.976,91.181,10,4.148,91.125,1,2.373,91.052,1,2.364,91.176,4,2.380,91.100
4,2.345,91.202,2,2.233,91.138,11,2.215,91.085,3,2.254,91.173,5,4.426,91.199
4,2.573,91.156,8,2.597,91.191,8,3.822,91.142,1,4.384,91.273,4,4.447,91.150
2,2.997,91.215,2,2.674,91.241,11,2.298,91.189,3,2.443,91.229,4,2.345,91.222
4,4.077,91.187,8,2.848,91.239,8,2.501,91.270,3,2.747,91.212,4,2.365,91.259
5,2.343,91.180,14,2.337,91.188,10,3.857,91.230,4,3.471,91.199,4,3.511,91.179
4,2.402,91.209,2,2.445,91.240,11,3.970,91.099,3,2.985,91.244,4,2.739,91.091
5,2.534,91.180,8,2.494,91.219,8,2.954,91.162,4,2.653,91.217,3,2.346,91.040
4,2.613,91.271,2,4.040,91.194,11,2.332,91.179,3,2.703,91.146,5,2.240,91.188
2,2.211,91.144,2,2.317,91.118,11,2.392,91.193,3,2.819,91.290,4,2.421,91.085
2,2.331,91.247,2,2.317,91.244,11,2.354,91.157,3,2.354,91.051,4,3.699,91.157
5,2.439,91.139,8,2.260,91.184,8,2.518,91.212,4,2.463,91.158,4,2.397,91.185
5,2.676,91.153,2,2.426,91.193,11,2.397,91.196,4,2.612,91.193,2,2.404,91.161
4,2.391,91.201,10,2.430,91.218,1,2.488,91.211,3,3.867,91.175,4,4.060,91.186
2,2.367,91.108,2,2.304,91.281,11,2.442,91.176,3,2.260,91.168,4,2.271,91.261
2,2.247,91.098,2,2.730,91.206,11,3.060,91.191,3,2.382,91.167,2,2.282,91.286
5,2.886,91.192,8,2.449,91.198,8,2.372,91.215,1,2.916,91.125,5,2.236,91.185
4,3.844,91.141,0,3.964,91.189,0,3.783,91.161,4,2.377,91.137,2,2.605,91.176
5,3.941,91.169,0,4.035,91.175,0,2.809,91.130,4,2.304,91.204,3,4.114,91.240
5,4.167,91.208,8,3.964,91.174,8,2.266,91.101,1,2.241,91.264,4,4.402,91.188
4,2.462,91.145,2,4.018,91.271,11,4.103,91.235,3,4.158,91.141,5,4.366,91.137
4,4.162,91.207,13,4.111,91.024,5,3.997,91.260,4,2.344,91.255,3,2.277,91.182
5,2.283,91.198,8,2.313,91.127,8,2.294,91.124,4,2.260,91.229,4,2.684,91.207
5,2.277,91.121,2,2.386,91.202,11,2.437,91.163,4,4.286,91.189,3,4.281,91.169
2,2.635,91.235,2,2.315,91.195,11,2.183,91.123,3,2.217,91.220,4,2.364,91.192
5,2.345,91.225,8,3.688,91.115,8,3.828,91.159,4,2.667,91.183,3,2.486,91.074
5,2.273,91.196,9,2.347,91.229,16,2.350,91.233,4,2.248,91.207,3,2.403,91.139
2,2.265,91.268,2,4.322,91.222,11,2.331,91.248,3,2.359,91.281,4,2.348,91.155
5,3.969,91.116,2,2.413,91.124,11,2.233,91.250,4,2.513,91.195,2,2.446,91.167
5,2.367,91.184,8,2.312,91.176,8,2.660,91.180,4,2.312,91.229,3,2.358,91.153
5,2.791,91.188,10,2.389,91.124,1,2.358,91.168,4,2.636,91.182,4,2.472,91.266
5,2.961,91.233,0,2.523,91.155,0,2.575,91.226,4,2.329,91.203,3,2.581,91.176
5,2.640,91.221,5,3.142,91.122,16,2.230,91.178,4,2.386,91.186,4,2.575,91.185
5,2.332,91.099,12,3.817,91.130,14,2.390,91.258,4,2.419,91.155,3,2.249,91.155
5,3.899,91.188,0,3.773,91.264,0,2.332,91.170,4,2.684,91.199,1,2.523,91.200
2,2.676,91.257,2,2.246,91.156,11,2.289,91.207,3,2.524,91.193,4,2.499,91.263
5,2.448,91.173,8,3.281,91.040,8,2.903,91.111,4,2.294,91.221,4,2.296,91.212
2,2.209,91.158,2,2.504,91.186,11,2.461,91.204,3,2.402,91.185,4,2.254,91.169
2,2.304,91.202,12,2.450,91.081,14,3.818,91.162,3,3.814,91.273,4,2.196,91.179
5,2.287,91.274,8,2.278,91.124,8,2.243,91.247,1,2.602,91.188,4,2.182,91.196
2,2.362,91.160,10,2.312,91.215,1,2.291,91.248,1,2.585,91.176,3,3.666,91.130
4,3.541,91.288,2,3.865,91.184,11,2.270,91.199,3,2.266,91.163,4,2.617,91.204
5,2.292,91.151,10,3.565,91.196,1,3.980,91.230,4,2.731,91.153,4,4.114,91.125
5,2.407,91.237,12,2.662,91.192,17,3.815,91.136,4,2.242,91.127,3,2.346,91.217
5,2.837,91.257,13,3.853,91.101,13,2.648,91.218,4,3.887,91.096,2,2.774,91.145
4,4.451,91.192,10,2.250,91.201,1,2.684,91.160,4,2.527,91.177,4,3.005,91.147
4,2.506,91.196,2,2.318,91.213,11,2.363,91.175,3,2.313,91.220,5,2.570,91.159
4,2.442,91.193,8,2.351,91.128,8,2.365,91.246,4,2.453,91.149,3,2.319,91.152
4,2.475,91.175,2,2.820,91.087,11,2.256,91.167,3,2.434,91.160,4,4.248,91.124
2,2.246,91.196,2,4.065,91.151,11,4.018,91.130,3,2.424,91.103,4,2.314,91.066
2,2.423,91.164,10,2.790,91.179,1,2.269,91.191,1,6.898,91.157,5,2.317,91.219
5,4.243,91.205,12,4.045,91.180,17,4.186,91.186,4,4.213,91.179,3,2.293,91.181
4,2.279,91.184,2,2.320,91.229,11,2.252,91.151,3,2.365,91.136,4,4.136,91.188
5,4.091,91.274,13,3.015,91.188,13,2.290,91.135,4,2.504,91.132,4,2.286,91.170
2,2.498,91.178,2,2.307,91.113,11,2.224,91.097,2,2.185,91.188,3,2.244,91.246
5,2.711,91.121,1,2.380,91.226,11,2.325,91.165,4,2.401,91.140,2,3.889,91.170
2,2.613,91.188,2,2.464,91.171,11,2.514,91.124,3,2.592,91.258,4,2.228,91.224
2,2.414,91.166,2,4.101,91.198,11,2.430,91.144,3,2.568,91.171,4,3.076,91.219
2,2.314,91.214,2,4.023,91.159,11,3.848,91.122,3,2.697,91.214,4,3.148,91.139
3,4.059,91.160,13,4.468,91.184,6,4.978,91.143,4,2.258,91.212,4,2.624,91.251
5,2.382,91.262,8,2.292,91.126,8,2.542,91.188,4,2.207,91.167,4,2.503,91.240
5,2.206,91.181,11,2.374,91.197,15,2.375,91.136,4,2.378,91.148,4,2.312,91.133
5,2.418,91.142,8,2.293,91.202,8,2.375,91.205,4,2.716,91.208,4,2.765,91.165
5,2.391,91.237,8,2.654,91.168,8,2.261,91.161,4,3.756,91.209,5,2.502,91.224
2,2.270,91.229,8,3.370,91.176,8,3.560,91.182,2,2.306,91.140,4,2.325,91.212
4,2.225,91.171,2,2.649,91.114,11,2.297,91.152,3,2.290,91.185,4,2.424,91.232
4,2.288,91.197,13,2.299,91.190,5,2.396,91.161,4,2.260,91.113,5,2.822,91.091
5,3.009,91.130,2,4.061,91.134,11,2.363,91.201,4,2.197,91.275,3,2.284,91.213
4,12.585,91.092,2,2.861,91.119,11,2.231,91.143,3,3.925,91.260,4,2.209,91.103
2,2.449,91.122,2,2.509,91.185,11,2.392,91.098,3,2.501,91.229,5,2.358,91.152
4,2.491,91.241,2,3.712,91.204,11,2.650,91.193,3,2.198,91.252,4,3.906,91.278
4,4.616,91.146,2,2.423,91.159,11,2.687,91.139,3,2.496,91.150,4,4.142,91.141
4,2.310,91.100,8,2.573,91.155,9,2.748,91.184,3,3.453,91.213,4,2.604,91.139
2,2.633,91.176,2,2.428,91.141,11,2.451,91.170,3,2.502,91.238,4,2.349,91.149
5,2.277,91.179,10,2.258,91.146,1,3.662,91.154,4,2.944,91.185,4,2.372,91.190
4,4.360,91.177,2,5.134,91.235,11,4.888,91.266,3,2.339,91.092,4,2.423,91.231
2,2.290,91.188,2,3.941,91.148,11,2.400,91.170,3,2.355,91.133,5,3.724,91.298
5,3.553,91.182,10,3.712,91.218,1,3.581,91.141,2,2.477,91.201,4,3.952,91.192
2,2.357,91.182,2,2.236,91.165,11,2.616,91.209,3,3.966,91.306,4,2.373,91.123
4,9.628,91.210,2,3.325,91.125,11,4.388,91.202,3,4.209,91.189,4,3.938,91.210
5,4.233,91.126,8,2.467,91.185,9,3.676,91.228,4,3.860,91.126,5,3.615,91.261
4,4.087,91.104,2,2.790,91.171,11,4.099,91.222,3,2.392,91.144,5,4.072,91.040
2,2.419,91.205,2,2.285,91.194,11,2.300,91.233,3,2.338,91.137,4,2.489,91.041
2,3.953,91.200,9,2.416,91.072,2,3.394,91.161,2,3.832,91.082,4,2.308,91.188
4,2.247,91.126,2,3.774,91.218,11,3.926,91.047,3,2.410,91.171,5,2.275,91.161
5,2.361,91.207,2,2.323,91.102,11,7.491,91.104,4,3.596,91.131,5,3.227,91.198
4,4.014,91.261,2,2.376,91.120,11,4.001,91.151,3,3.022,91.173,4,3.268,91.218
5,2.428,91.091,9,3.283,91.199,16,3.095,91.177,4,3.946,91.190,4,2.451,91.195
4,2.837,91.088,2,2.411,91.213,11,2.391,91.172,1,2.448,91.176,3,3.156,91.117
5,2.283,91.236,8,2.347,91.185,8,2.548,91.111,1,2.281,91.189,4,2.317,91.191
5,2.271,91.125,8,2.268,91.229,9,2.272,91.257,1,2.302,91.206,4,3.574,91.187
4,3.921,91.189,2,3.656,91.179,11,4.052,91.176,3,3.145,91.123,4,3.906,91.239
5,2.345,91.200,8,4.102,91.146,8,3.392,91.140,4,3.882,91.209,3,2.854,91.257
5,2.384,91.321,12,2.297,91.168,17,2.343,91.183,4,4.227,91.234,3,4.423,91.092
4,2.865,91.061,2,2.843,91.226,11,2.721,91.160,4,4.024,91.217,3,2.451,91.136
4,2.252,91.226,2,3.670,91.076,11,2.251,91.202,3,4.053,91.164,4,3.967,91.271
2,3.812,91.172,2,3.833,91.171,11,2.278,91.174,3,2.301,91.137,4,2.325,91.174
